age,loyalty_tier,category,supplier_country,sales_channel,payment_method,quantity,unit_price,discount_pct,shipping_cost,return_flag,review_score,reported_order_total,delivery_time_days,order_month,order_weekday,customer_tenure_days,delayed_delivery_flag,discount_value,final_order_value,avg_item_cost,high_value_order,low_review_flag,shipping_ratio
60.0,bronze,beauty,uae,marketplace,credit card,2.0,22.57,5.0,4.09,0.0,3.0,40.52,5,5,6,0,0,2.257,42.883,21.4415,1,0,0.0953757899400694
61.0,,kitchen,pakistan,mobile-app,credit card,1.0,28.07,5.0,3.88,1.0,4.0,30.55,578,5,6,0,1,1.4035,26.6665,26.6665,0,0,0.1455009093806836
63.0,,home,china,call center,cc,1.0,22.84,0.0,11.53,0.0,3.0,34.37,0,5,6,420,0,0.0,22.84,22.84,0,0,0.5048161120840631
18.0,bronze,beauty,uae,mobile-app,,2.0,21.28,0.0,1.63,1.0,2.0,40.52,0,5,6,0,0,0.0,42.56,21.28,1,1,0.0382988721804511
62.0,gold,electronics,china,,credit card,2.0,28.01,50.0,4.99,1.0,4.0,33.0,4,5,5,377,0,28.01,28.01,14.005,0,0,0.1781506604784005
25.0,gold,home,china,mkt place,debit card,1.0,41.13,5.0,6.04,1.0,4.0,45.11,5,5,6,0,0,2.0565,39.0735,39.0735,1,0,0.1545804701396086
23.0,gold,electronics,china,,,1.0,20.57,0.0,0.0,1.0,4.0,20.57,585,5,6,0,1,0.0,20.57,20.57,0,0,0.0
48.0,gold,kitchen,pakistan,mkt place,,2.0,26.67,5.0,2.51,0.0,5.0,55.85,5,5,6,0,0,2.6670000000000003,50.673,25.3365,1,0,0.0495332820239575
70.0,gold,electronics,pakistan,website,credit card,2.0,46.18,0.0,11.03,0.0,5.0,103.39,2,5,6,0,0,0.0,92.36,46.18,1,0,0.1194239930705933
21.0,bronze,electronics,pakistan,marketplace,credit card,2.0,29.63,5.0,4.17,0.0,1.0,63.43,5,3,4,0,0,2.963,56.297,28.1485,1,1,0.074071442528021
51.0,gold,kitchen,pakistan,mobile-app,debit card,2.0,26.49,25.0,3.75,0.0,3.0,43.48,0,12,0,410,0,13.245,39.735,19.8675,1,0,0.0943752359380898
35.0,gold,kitchen,china,,cc,2.0,12.2,0.0,5.98,1.0,5.0,24.4,5,5,6,372,0,0.0,24.4,12.2,0,0,0.2450819672131148
65.0,,baby,pakistan,mobile-app,credit card,1.0,11.25,0.0,0.0,0.0,5.0,11.25,220,5,6,0,1,0.0,11.25,11.25,0,0,0.0
26.0,bronze,home,pakistan,website,cod,4.0,16.99,0.0,1.96,0.0,4.0,69.92,5,5,6,0,0,0.0,67.96,16.99,1,0,0.0288404944084755
18.0,gold,electronics,china,website,cash on delivery,1.0,18.69,10.0,7.26,1.0,3.0,24.08,5,5,6,0,0,1.869,16.821,16.821,0,0,0.4316033529516675
33.0,platinum,home,china,website,,1.0,14.4,5.0,5.35,0.0,4.0,19.03,5,5,6,0,0,0.72,13.68,13.68,0,0,0.3910818713450292
56.0,bronze,electronics,pakistan,mobile-app,,4.0,28.29,5.0,5.62,1.0,5.0,113.12,0,5,6,0,0,5.658,107.502,26.8755,1,0,0.0522780971516809
19.0,silver,electronics,pakistan,mobile app,cod,1.0,23.7,20.0,12.28,0.0,3.0,31.24,5,5,6,591,0,4.74,18.96,18.96,0,0,0.6476793248945147
58.0,platinum,kitchen,pakistan,,credit card,3.0,14.91,5.0,7.77,0.0,2.0,50.26,338,5,6,519,1,2.2365000000000004,42.4935,14.164500000000002,1,1,0.1828514949345193
28.0,platinum,baby,pakistan,,bank transfer,1.0,22.4,10.0,6.39,0.0,5.0,40.52,0,5,6,0,0,2.24,20.16,20.16,0,0,0.3169642857142857
72.0,bronze,kitchen,pakistan,mkt place,credit card,1.0,16.5,0.0,7.38,0.0,5.0,23.88,5,5,6,455,0,0.0,16.5,16.5,0,0,0.4472727272727272
68.0,silver,baby,pakistan,marketplace,bank transfer,1.0,9.76,0.0,7.83,0.0,4.0,17.59,5,5,6,0,0,0.0,9.76,9.76,0,0,0.8022540983606558
46.0,gold,,,mkt place,cod,2.0,19.18,5.0,3.9,0.0,4.0,40.34,5,7,0,4,0,1.918,36.442,18.221,1,0,0.1070193732506448
64.0,silver,baby,china,call center,debit card,1.0,12.79,5.0,5.54,0.0,3.0,17.69,5,5,6,0,0,0.6395,12.1505,12.1505,0,0,0.4559483148841611
18.0,,kitchen,australia,marketplace,credit card,-1.0,19.42,0.0,5.8,1.0,5.0,-13.62,356,5,6,0,1,-0.0,-19.42,19.42,0,0,-0.2986611740473738
67.0,,kitchen,china,mkt place,credit card,2.0,36.07,20.0,2.81,0.0,3.0,60.52,5,7,6,24,0,14.428,57.712,28.856,1,0,0.0486900471305794
45.0,bronze,electronics,pakistan,mobile app,credit card,3.0,43.56,0.0,10.39,0.0,1.0,141.07,376,5,6,0,1,0.0,130.68,43.56,1,1,0.0795071931435567
45.0,gold,baby,uae,website,cc,1.0,54.78,5.0,3.98,0.0,4.0,56.02,0,5,6,0,0,2.739,52.041,52.041,1,0,0.0764781614496262
63.0,gold,baby,pakistan,website,credit card,1.0,23.94,10.0,7.71,0.0,4.0,29.26,5,2,3,0,0,2.394,21.546,21.546,0,0,0.3578390420495684
26.0,bronze,baby,pakistan,mobile-app,debit card,3.0,13.73,5.0,5.35,1.0,4.0,44.48,0,5,6,0,0,2.0595,39.1305,13.0435,1,0,0.1367219943522316
57.0,bronze,baby,pakistan,marketplace,cash on delivery,1.0,28.9,25.0,5.51,0.0,5.0,27.18,5,5,6,0,0,7.225,21.675,21.675,0,0,0.2542099192618224
36.0,,home,china,mobile-app,credit card,2.0,51.22,10.0,1.53,1.0,5.0,93.73,928,5,6,0,1,10.244000000000002,92.196,46.098,1,0,0.0165950800468566
50.0,,,,marketplace,cc,1.0,33.59,10.0,0.48,1.0,4.0,30.71,5,7,2,6,0,3.3590000000000004,30.231,30.231,0,0,0.015877741391287
32.0,gold,home,china,,,3.0,40.65,5.0,2.31,0.0,1.0,118.16,5,5,6,0,0,6.0975,115.8525,38.6175,1,1,0.0199391467598886
23.0,gold,baby,pakistan,marketplace,credit card,3.0,13.91,5.0,4.12,1.0,5.0,43.76,5,5,6,0,0,2.0865000000000005,39.6435,13.2145,1,0,0.1039262426375067
53.0,platinum,kitchen,china,mobile-app,paypal,1.0,12.11,5.0,3.32,0.0,1.0,14.82,5,3,3,0,0,0.6054999999999999,11.5045,11.5045,0,1,0.2885827284975444
33.0,,electronics,china,marketplace,bank transfer,3.0,22.23,0.0,3.84,0.0,5.0,70.53,5,1,6,0,0,0.0,66.69,22.23,1,0,0.0575798470535312
56.0,platinum,home,pakistan,mkt place,credit card,1.0,14.48,5.0,13.17,1.0,2.0,26.93,5,5,6,0,0,0.7240000000000001,13.756,13.756,0,1,0.9574004070950858
45.0,,kitchen,pakistan,,cash on delivery,1.0,29.62,10.0,5.34,0.0,4.0,32.0,0,5,6,0,0,2.962,26.658,26.658,0,0,0.2003151024082826
37.0,,electronics,pakistan,mobile app,cod,2.0,58.39,20.0,3.22,0.0,6.0,96.64,943,5,6,262,1,23.356,93.424,46.712,1,0,0.0344665182394245
54.0,bronze,home,australia,marketplace,debit card,2.0,49.14,0.0,6.0,0.0,5.0,104.28,5,5,6,0,0,0.0,98.28,49.14,1,0,0.061050061050061
22.0,platinum,beauty,pakistan,mobile-app,,1.0,28.62,0.0,11.72,0.0,2.0,40.34,6,9,2,433,0,0.0,28.62,28.62,0,1,0.4095038434661076
33.0,silver,home,china,website,debit card,1.0,13.93,0.0,6.09,0.0,5.0,20.02,5,5,6,0,0,0.0,13.93,13.93,0,0,0.4371859296482412
56.0,platinum,kitchen,pakistan,call center,paypal,2.0,17.44,0.0,6.25,0.0,4.0,41.13,809,5,6,0,1,0.0,34.88,17.44,1,0,0.1791857798165137
38.0,gold,beauty,uae,call center,cod,3.0,16.19,5.0,10.85,1.0,4.0,56.99,513,5,6,0,1,2.4285,46.14150000000001,15.380500000000003,1,0,0.2351462349511827
60.0,gold,beauty,uae,mobile-app,cash on delivery,1.0,21.5,0.0,6.78,0.0,5.0,28.28,5,5,6,0,0,0.0,21.5,21.5,0,0,0.3153488372093023
68.0,,baby,pakistan,website,credit card,4.0,30.21,0.0,6.63,0.0,5.0,127.47,8,6,2,0,1,0.0,120.84,30.21,1,0,0.0548659384309831
22.0,silver,baby,pakistan,marketplace,paypal,3.0,12.48,5.0,3.74,0.0,2.0,41.18,5,5,6,0,0,1.872,35.568,11.856,1,1,0.1051506972559604
64.0,bronze,home,china,mobile-app,,2.0,23.63,20.0,11.16,0.0,1.0,48.97,594,5,6,0,1,9.452,37.808,18.904,1,1,0.2951756242065171
73.0,bronze,baby,pakistan,website,paypal,2.0,8.65,0.0,11.47,1.0,4.0,28.77,5,5,6,0,0,0.0,17.3,8.65,0,0,0.6630057803468208
50.0,gold,baby,pakistan,,cash on delivery,1.0,19.83,10.0,3.57,0.0,5.0,21.42,5,5,6,0,0,1.983,17.846999999999998,17.846999999999998,0,0,0.2000336190956463
66.0,gold,kitchen,pakistan,mobile app,paypal,1.0,34.73,0.0,5.33,0.0,3.0,40.06,824,5,6,0,1,0.0,34.73,34.73,1,0,0.1534696228044918
26.0,platinum,home,china,call center,cod,1.0,17.36,0.0,3.04,1.0,2.0,20.4,194,5,6,0,1,0.0,17.36,17.36,0,1,0.1751152073732719
45.0,,electronics,pakistan,call center,cod,2.0,67.69,0.0,7.07,0.0,0.0,40.52,556,5,6,0,1,0.0,135.38,67.69,1,1,0.0522233712512926
37.0,silver,electronics,china,website,paypal,1.0,42.34,0.0,5.7,0.0,3.0,48.04,5,5,6,0,0,0.0,42.34,42.34,1,0,0.134624468587624
64.0,,kitchen,china,mkt place,credit card,1.0,14.09,0.0,6.88,0.0,5.0,20.97,5,5,6,0,0,0.0,14.09,14.09,0,0,0.4882895670688431
38.0,,kitchen,china,,cash on delivery,1.0,11.48,10.0,14.17,0.0,3.0,24.5,0,9,1,157,0,1.148,10.332,10.332,0,0,1.3714672861014323
54.0,bronze,kitchen,pakistan,website,debit card,3.0,14.0,15.0,7.75,1.0,2.0,43.45,5,5,6,0,0,6.3,35.7,11.9,1,1,0.2170868347338935
50.0,silver,beauty,china,mkt place,cc,20.0,35.4,15.0,1.97,0.0,4.0,603.77,5,5,6,0,0,106.2,601.8,30.09,1,0,0.0032735127949484
45.0,gold,baby,pakistan,,cod,-1.0,24.78,50.0,7.87,0.0,2.0,-4.52,5,5,6,0,0,-12.39,-12.39,12.39,0,1,-0.6351896690879741
29.0,,home,china,mobile-app,cod,2.0,19.3,0.0,4.73,1.0,3.0,43.33,5,3,4,0,0,0.0,38.6,19.3,1,0,0.1225388601036269
19.0,,beauty,pakistan,mkt place,cash on delivery,2.0,6.6,0.0,2.27,0.0,5.0,15.47,222,5,6,0,1,0.0,13.2,6.6,0,0,0.1719696969696969
69.0,platinum,baby,pakistan,website,cc,2.0,11.07,25.0,3.49,1.0,4.0,40.52,5,9,0,459,0,5.535,16.605,8.3025,0,0,0.2101776573321289
57.0,platinum,electronics,china,marketplace,credit card,2.0,46.17,5.0,7.33,0.0,4.0,99.67,0,5,6,578,0,4.617000000000001,87.723,43.8615,1,0,0.0835584738324042
75.0,gold,home,china,,bank transfer,2.0,19.41,0.0,5.63,0.0,5.0,40.52,745,5,6,0,1,0.0,38.82,19.41,1,0,0.1450283359093251
46.0,,baby,uae,call center,cc,1.0,71.15,15.0,8.77,0.0,0.0,69.25,5,8,2,810,0,10.6725,60.477500000000006,60.477500000000006,1,1,0.1450126079947087
69.0,bronze,kitchen,pakistan,marketplace,credit card,1.0,22.4,5.0,8.65,1.0,5.0,31.05,5,3,6,0,0,1.12,21.28,21.28,0,0,0.4064849624060151
50.0,bronze,beauty,pakistan,mobile-app,credit card,3.0,8.74,0.0,8.31,0.0,5.0,34.53,334,5,6,0,1,0.0,26.22,8.74,0,0,0.3169336384439359
69.0,silver,beauty,pakistan,website,,1.0,6.86,0.0,3.07,0.0,4.0,9.93,0,5,6,0,0,0.0,6.86,6.86,0,0,0.4475218658892128
73.0,,home,pakistan,mobile app,paypal,2.0,24.74,10.0,5.04,0.0,4.0,49.57,5,5,6,0,0,4.948,44.532,22.266,1,0,0.1131770412287793
25.0,,electronics,china,mkt place,,2.0,22.16,0.0,5.98,0.0,3.0,44.32,0,5,6,48,0,0.0,44.32,22.16,1,0,0.134927797833935
18.0,bronze,baby,pakistan,marketplace,credit card,2.0,23.35,5.0,2.98,0.0,5.0,47.34,5,12,6,0,0,2.335,44.365,22.1825,1,0,0.0671700664938577
45.0,,kitchen,china,mobile app,,1.0,9.59,0.0,9.01,1.0,2.0,40.52,5,5,6,135,0,0.0,9.59,9.59,0,1,0.9395203336809176
34.0,,kitchen,china,call center,paypal,2.0,24.53,5.0,4.49,0.0,3.0,51.1,0,5,6,0,0,2.4530000000000003,46.607,23.3035,1,0,0.0963374600381917
24.0,silver,home,australia,,credit card,1.0,50.2,5.0,4.9,1.0,5.0,52.59,5,5,6,0,0,2.51,47.690000000000005,47.690000000000005,1,0,0.1027469071084084
75.0,,beauty,pakistan,marketplace,paypal,2.0,6.09,0.0,0.0,0.0,5.0,12.18,5,5,6,0,0,0.0,12.18,6.09,0,0,0.0
45.0,bronze,home,china,mobile app,paypal,1.0,71.21,0.0,6.5,1.0,5.0,77.71,5,5,6,0,0,0.0,71.21,71.21,1,0,0.0912793147029911
68.0,,home,pakistan,mobile-app,bank transfer,3.0,-20.18,5.0,5.26,0.0,4.0,-52.25,5,5,6,0,0,-3.027,-57.513,-19.171,0,0,-0.0914575835028602
22.0,gold,,,marketplace,cc,2.0,27.65,5.0,4.93,0.0,5.0,57.46,5,5,6,0,0,2.765,52.535,26.2675,1,0,0.0938422004378033
49.0,bronze,kitchen,pakistan,website,,4.0,16.89,0.0,3.53,1.0,5.0,71.09,0,5,6,0,0,0.0,67.56,16.89,1,0,0.0522498519834221
20.0,platinum,kitchen,china,mobile app,bank transfer,4.0,38.06,0.0,2.93,0.0,4.0,155.17,5,5,6,0,0,0.0,152.24,38.06,1,0,0.0192459274829217
68.0,bronze,home,china,mkt place,bank transfer,1.0,81.43,10.0,6.5,0.0,3.0,79.79,5,5,6,0,0,8.143,73.287,73.287,1,0,0.0886924011079727
67.0,gold,electronics,pakistan,website,credit card,2.0,53.25,0.0,1.02,0.0,3.0,107.52,5,5,6,0,0,0.0,106.5,53.25,1,0,0.0095774647887323
48.0,,electronics,pakistan,website,cc,1.0,25.82,5.0,3.07,0.0,5.0,27.6,5,5,4,337,0,1.291,24.529,24.529,0,0,0.125157976272983
44.0,,home,australia,website,credit card,1.0,31.29,15.0,5.27,0.0,4.0,31.87,5,5,6,480,0,4.693499999999999,26.5965,26.5965,0,0,0.1981463726430169
33.0,gold,kitchen,china,call center,credit card,5.0,27.63,10.0,8.95,0.0,2.0,133.28,5,5,6,0,0,13.815,124.335,24.867,1,1,0.0719829492902239
48.0,bronze,home,china,marketplace,debit card,2.0,69.43,5.0,3.28,0.0,2.0,135.2,5,6,1,348,0,6.9430000000000005,131.917,65.9585,1,1,0.0248641191051949
52.0,silver,electronics,pakistan,marketplace,cc,2.0,28.59,0.0,5.43,0.0,5.0,62.61,5,5,6,0,0,0.0,57.18,28.59,1,0,0.0949632738719832
31.0,bronze,electronics,china,call center,debit card,1.0,21.82,5.0,5.35,0.0,5.0,26.08,5,5,6,0,0,1.091,20.729,20.729,0,0,0.2580925273771045
45.0,,beauty,pakistan,mobile-app,cod,1.0,31.5,5.0,3.63,0.0,4.0,35.13,38,11,1,138,1,1.575,29.925,29.925,0,0,0.1213032581453634
51.0,bronze,baby,pakistan,call center,bank transfer,1.0,26.56,5.0,5.35,0.0,4.0,30.58,5,5,6,0,0,1.3279999999999998,25.232,25.232,0,0,0.2120323398858592
25.0,,electronics,pakistan,website,,1.0,19.91,15.0,9.29,1.0,3.0,26.21,0,5,6,0,0,2.9865,16.9235,16.9235,0,0,0.5489408219339971
57.0,silver,kitchen,china,website,credit card,1.0,27.12,0.0,3.85,0.0,4.0,30.97,462,5,6,0,1,0.0,27.12,27.12,0,0,0.1419616519174041
37.0,,home,pakistan,website,credit card,1.0,24.04,0.0,7.88,1.0,4.0,31.92,5,5,6,0,0,0.0,24.04,24.04,0,0,0.3277870216306156
32.0,silver,beauty,uae,website,bank transfer,1.0,20.3,15.0,4.45,0.0,6.0,21.7,180,4,3,0,1,3.045,17.255000000000003,17.255000000000003,0,0,0.257896261953057
44.0,bronze,kitchen,china,website,credit card,3.0,27.47,15.0,2.13,0.0,5.0,72.18,5,5,6,0,0,12.3615,70.04849999999999,23.349499999999995,1,0,0.0304075033726632
21.0,platinum,beauty,pakistan,mobile app,credit card,1.0,10.03,10.0,0.0,0.0,4.0,9.03,0,5,6,0,0,1.003,9.027,9.027,0,0,0.0
68.0,platinum,beauty,pakistan,,cod,2.0,27.84,0.0,99.99,0.0,4.0,155.67,5,5,6,0,0,0.0,55.68,27.84,1,0,1.7957974137931034
70.0,,home,china,website,cash on delivery,1.0,15.91,0.0,6.95,0.0,2.0,22.86,5,5,6,0,0,0.0,15.91,15.91,0,1,0.4368321810182275
23.0,gold,home,china,mkt place,credit card,3.0,29.83,5.0,9.23,0.0,5.0,94.25,5,5,6,0,0,4.4745,85.01549999999999,28.3385,1,0,0.1085684375202169
32.0,silver,baby,pakistan,website,cash on delivery,5.0,18.8,0.0,11.27,0.0,4.0,105.27,768,5,6,0,1,0.0,94.0,18.8,1,0,0.1198936170212765
23.0,,baby,pakistan,marketplace,debit card,1.0,16.67,25.0,8.1,0.0,1.0,20.6,341,5,6,0,1,4.1675,12.5025,12.5025,0,1,0.6478704259148169
27.0,platinum,baby,china,mkt place,credit card,2.0,11.91,10.0,4.91,0.0,3.0,26.35,5,5,6,0,0,2.382,21.438,10.719,0,0,0.22903255900737
22.0,platinum,home,china,mkt place,,4.0,16.04,10.0,4.2,0.0,4.0,61.94,0,11,2,0,0,6.416,57.744,14.436,1,0,0.0727348295926849
42.0,,home,china,mkt place,,1.0,22.4,50.0,8.57,0.0,5.0,19.25,0,5,6,0,0,11.2,11.2,11.2,0,0,0.7651785714285715
69.0,bronze,baby,uae,marketplace,cod,1.0,50.94,10.0,0.0,0.0,4.0,-45.85,5,4,1,285,0,5.093999999999999,45.846,45.846,1,0,0.0
39.0,,electronics,pakistan,website,,2.0,21.08,0.0,5.48,1.0,4.0,47.64,232,5,6,116,1,0.0,42.16,21.08,1,0,0.1299810246679317
42.0,gold,beauty,china,website,bank transfer,1.0,16.2,15.0,4.27,1.0,2.0,18.04,5,5,6,0,0,2.43,13.77,13.77,0,1,0.3100944081336238
67.0,bronze,kitchen,australia,mobile-app,bank transfer,1.0,25.4,0.0,9.03,0.0,5.0,34.43,680,5,6,0,1,0.0,25.4,25.4,0,0,0.355511811023622
36.0,platinum,electronics,pakistan,mkt place,cash on delivery,2.0,28.49,0.0,8.35,0.0,4.0,65.33,724,5,6,0,1,0.0,56.98,28.49,1,0,0.1465426465426465
47.0,,home,australia,marketplace,,1.0,31.32,5.0,2.88,1.0,1.0,32.63,0,5,6,0,0,1.5659999999999998,29.754,29.754,0,1,0.0967937084089534
68.0,bronze,baby,pakistan,call center,credit card,4.0,10.89,0.0,0.2,0.0,5.0,43.76,682,5,6,0,1,0.0,43.56,10.89,1,0,0.0045913682277318
41.0,platinum,baby,pakistan,mobile app,cod,1.0,21.82,15.0,7.88,0.0,0.0,26.43,331,5,6,0,1,3.273,18.547,18.547,0,1,0.4248665552380438
72.0,gold,kitchen,pakistan,website,credit card,1.0,19.47,5.0,3.27,0.0,1.0,21.77,0,5,6,0,0,0.9735,18.4965,18.4965,0,1,0.1767902035520233
23.0,gold,home,china,call center,bank transfer,3.0,48.1,0.0,9.77,1.0,5.0,154.07,757,5,6,0,1,0.0,144.3,48.1,1,0,0.0677061677061676
54.0,bronze,home,pakistan,call center,cod,1.0,24.54,20.0,10.97,0.0,5.0,30.6,289,5,6,0,1,4.908,19.632,19.632,0,0,0.5587815810920946
20.0,bronze,home,pakistan,mobile app,credit card,2.0,14.23,5.0,7.62,0.0,4.0,34.66,0,11,1,0,0,1.423,27.037,13.5185,0,0,0.2818360025150719
27.0,,baby,uae,mobile-app,credit card,2.0,71.41,0.0,0.51,0.0,1.0,143.33,153,5,6,0,1,0.0,142.82,71.41,1,1,0.0035709284413947
20.0,gold,beauty,china,marketplace,paypal,1.0,9.29,10.0,6.53,0.0,2.0,14.89,5,5,6,0,0,0.929,8.360999999999999,8.360999999999999,0,1,0.7810070565721805
26.0,bronze,electronics,china,mobile-app,paypal,5.0,21.37,0.0,0.47,0.0,5.0,107.32,5,5,6,0,0,0.0,106.85,21.37,1,0,0.0043986897519887
32.0,platinum,beauty,pakistan,,cash on delivery,2.0,36.82,20.0,5.04,0.0,3.0,40.52,959,5,6,0,1,14.728,58.912,29.456,1,0,0.085551330798479
53.0,bronze,electronics,china,call center,credit card,1.0,29.03,15.0,3.6,1.0,3.0,28.28,5,5,6,0,0,4.354500000000001,24.6755,24.6755,0,0,0.145893700228972
53.0,,baby,pakistan,marketplace,cc,1.0,12.61,20.0,0.09,0.0,4.0,10.18,942,5,6,0,1,2.522,10.088,10.088,0,0,0.0089214908802537
31.0,silver,kitchen,australia,marketplace,bank transfer,2.0,22.4,10.0,9.15,0.0,1.0,53.07,223,5,6,0,1,4.48,40.31999999999999,20.16,1,1,0.2269345238095238
125.0,bronze,,,call center,,2.0,44.97,5.0,9.78,0.0,5.0,95.22,0,5,6,0,0,4.497,85.443,42.7215,1,0,0.1144622730943435
33.0,silver,baby,pakistan,mobile-app,cc,4.0,18.44,10.0,12.53,0.0,5.0,78.91,1082,5,6,0,1,7.376,66.384,16.596,1,0,0.1887503012774162
35.0,gold,home,china,mkt place,,2.0,78.35,5.0,5.43,0.0,1.0,154.29,5,5,6,0,0,7.835,148.86499999999998,74.43249999999999,1,1,0.0364760017465488
19.0,silver,electronics,pakistan,mobile-app,paypal,1.0,20.1,5.0,8.82,0.0,4.0,27.91,5,5,6,0,0,1.005,19.095,19.095,0,0,0.4619010212097407
33.0,,kitchen,china,marketplace,debit card,1.0,31.42,20.0,10.6,1.0,3.0,35.74,5,5,6,0,0,6.284000000000001,25.136000000000003,25.136000000000003,0,0,0.421705919796308
70.0,platinum,kitchen,pakistan,mobile app,credit card,1.0,22.4,25.0,2.87,1.0,5.0,17.72,5,5,6,0,0,5.6,16.799999999999997,16.799999999999997,0,0,0.1708333333333333
35.0,bronze,kitchen,pakistan,mkt place,cc,2.0,18.64,5.0,0.96,0.0,4.0,36.38,637,5,6,0,1,1.864,35.416000000000004,17.708000000000002,1,0,0.0271063925909193
56.0,,home,china,mkt place,credit card,2.0,79.06,0.0,12.74,0.0,2.0,170.86,1,10,0,127,0,0.0,158.12,79.06,1,1,0.0805717176827725
19.0,gold,beauty,pakistan,mkt place,credit card,1.0,10.08,0.0,9.59,0.0,4.0,19.67,0,5,6,743,0,0.0,10.08,10.08,0,0,0.9513888888888888
34.0,gold,beauty,china,marketplace,debit card,4.0,16.55,10.0,7.99,0.0,2.0,67.57,5,5,6,0,0,6.62,59.580000000000005,14.895,1,1,0.1341054044981537
30.0,platinum,kitchen,pakistan,call center,credit card,4.0,20.67,15.0,15.82,0.0,1.0,86.1,5,5,6,0,0,12.402,70.278,17.5695,1,1,0.2251060075699365
26.0,bronze,beauty,china,mobile-app,,1.0,8.1,5.0,3.53,0.0,1.0,11.22,5,5,6,0,0,0.405,7.694999999999999,7.694999999999999,0,1,0.4587394411955816
-4.0,bronze,electronics,china,call center,credit card,10.0,17.62,5.0,8.99,0.0,5.0,176.38,241,3,1,43,1,8.81,167.39,16.739,1,0,0.0537069120019117
57.0,gold,baby,china,call center,paypal,2.0,10.58,5.0,9.32,0.0,1.0,30.48,432,5,6,0,1,1.058,20.102,10.051,0,1,0.4636354591582927
62.0,gold,baby,pakistan,mobile-app,paypal,1.0,17.99,5.0,7.85,1.0,5.0,24.94,5,5,6,378,0,0.8994999999999999,17.0905,17.0905,0,0,0.4593195049881513
58.0,platinum,electronics,pakistan,mobile-app,cod,2.0,25.31,10.0,6.7,0.0,5.0,52.26,911,5,6,250,1,5.062,45.558,22.779,1,0,0.1470652794240309
26.0,bronze,home,pakistan,marketplace,debit card,1.0,24.2,0.0,11.29,1.0,3.0,35.49,5,5,6,0,0,0.0,24.2,24.2,0,0,0.4665289256198346
69.0,,kitchen,pakistan,mobile app,credit card,1.0,18.54,5.0,8.45,0.0,2.0,26.06,5,5,6,0,0,0.927,17.613,17.613,0,1,0.4797592687219667
22.0,,baby,pakistan,mkt place,,4.0,10.32,0.0,11.96,1.0,5.0,53.24,1153,5,6,0,1,0.0,41.28,10.32,1,0,0.2897286821705426
71.0,,kitchen,pakistan,mkt place,bank transfer,2.0,18.33,50.0,7.33,1.0,4.0,25.66,1050,5,6,186,1,18.33,18.33,9.165,0,0,0.3998908892525914
55.0,gold,baby,pakistan,mkt place,cod,2.0,16.37,0.0,9.63,0.0,5.0,40.52,228,5,6,609,1,0.0,32.74,16.37,0,0,0.2941356139279169
44.0,,electronics,china,call center,,1.0,28.63,5.0,1.19,0.0,4.0,28.39,912,5,6,0,1,1.4315,27.1985,27.1985,0,0,0.0437524128168832
50.0,bronze,home,china,website,credit card,2.0,69.87,20.0,5.86,0.0,4.0,117.65,5,5,6,0,0,27.948,111.792,55.896,1,0,0.0524187777300701
125.0,gold,electronics,china,call center,credit card,10.0,20.38,5.0,5.96,0.0,5.0,209.76,5,3,0,0,0,10.19,193.61,19.361,1,0,0.0307835339083725
54.0,gold,baby,pakistan,mobile app,credit card,1.0,27.79,20.0,2.27,1.0,1.0,24.5,763,5,6,0,1,5.558,22.232,22.232,0,1,0.1021050737675422
51.0,bronze,kitchen,pakistan,website,debit card,2.0,22.2,10.0,2.97,0.0,5.0,42.93,1075,5,6,0,1,4.44,39.96,19.98,1,0,0.0743243243243243
64.0,platinum,kitchen,china,call center,debit card,20.0,12.37,5.0,9.25,0.0,4.0,244.28,5,5,6,0,0,12.37,235.03,11.751499999999998,1,0,0.0393566778709101
63.0,gold,baby,pakistan,mobile app,cc,3.0,31.98,0.0,7.33,1.0,5.0,103.27,39,5,6,0,1,0.0,95.94,31.98,1,0,0.0764019178653325
73.0,platinum,kitchen,australia,website,cod,3.0,16.49,0.0,9.86,0.0,5.0,59.33,182,4,1,0,1,0.0,49.47,16.49,1,0,0.1993127147766323
56.0,platinum,beauty,pakistan,call center,bank transfer,1.0,9.75,0.0,4.32,0.0,3.0,14.07,644,5,6,0,1,0.0,9.75,9.75,0,0,0.4430769230769231
28.0,bronze,home,china,marketplace,bank transfer,3.0,15.62,0.0,3.37,0.0,2.0,50.23,0,5,0,0,0,0.0,46.86,15.62,1,1,0.0719163465642338
42.0,gold,kitchen,china,mkt place,bank transfer,2.0,27.83,10.0,7.74,0.0,4.0,57.83,5,5,6,0,0,5.565999999999999,50.094,25.047,1,0,0.1545095220984549
51.0,,home,china,call center,cash on delivery,1.0,76.97,20.0,4.75,1.0,3.0,66.33,5,5,6,0,0,15.394,61.576,61.576,1,0,0.0771404443289593
34.0,bronze,home,pakistan,website,bank transfer,2.0,18.28,5.0,6.37,1.0,4.0,41.1,5,5,6,0,0,1.828,34.732,17.366,1,0,0.1834043533341011
20.0,bronze,beauty,uae,,credit card,3.0,21.02,0.0,5.55,0.0,4.0,68.61,0,5,6,0,0,0.0,63.06,21.02,1,0,0.088011417697431
72.0,silver,electronics,china,call center,cod,1.0,30.22,5.0,4.5,0.0,4.0,33.21,0,12,4,890,0,1.511,28.709,28.709,0,0,0.1567452715176425
